"Number","Name","AssetId","TechnologyId","Category","TypeA","TypeB","Rank","Rarity","Price","Weight","StackSize","Description","ImageUrl","LocalIcon","PaldeckUrl","CommandGive","CommandGiveMe"
,"Poison Arrow Crossbow +2","BowGun_Poison_3","BowGun_Poison_3","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponCrossbow","999","2","1","13","1","A Crossbow that inflicts poison on its target. Poisoned Pals are easier to capture. Requires Poison Arrow.",,,"https://paldeck.cc/items/BowGun_Poison_3","!give BowGun_Poison_3:9999","!giveme BowGun_Poison_3:9999"
,"Poison Arrow Crossbow +3","BowGun_Poison_4","BowGun_Poison_4","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponCrossbow","999","3","1","13","1","A Crossbow that inflicts poison on its target. Poisoned Pals are easier to capture. Requires Poison Arrow.",,,"https://paldeck.cc/items/BowGun_Poison_4","!give BowGun_Poison_4:9999","!giveme BowGun_Poison_4:9999"
,"Poison Arrow Crossbow +4","BowGun_Poison_5","BowGun_Poison_5","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponCrossbow","999","4","1","13","1","A Crossbow that inflicts poison on its target. Poisoned Pals are easier to capture. Requires Poison Arrow.",,,"https://paldeck.cc/items/BowGun_Poison_5","!give BowGun_Poison_5:9999","!giveme BowGun_Poison_5:9999"
,"Primitive Sword","BronzeSword","BronzeSword","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponMelee","2","0","5160","10","1","A sword for close-range combat. Not bad for a battered sword. Perfect for getting up close and personal.",,,"https://paldeck.cc/items/BronzeSword","!give BronzeSword:9999","!giveme BronzeSword:9999"
,"Cake","Cake","Cake","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishVegetable","2","0","6300","1","9999","A dish eaten during celebrations. Put it in the chest at a Breeding Farm to make Pals lay a particularly healthy egg.",,,"https://paldeck.cc/items/Cake","!give Cake:9999","!giveme Cake:9999"
,"Mushroom Cake","Cake02","Cake02","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishVegetable","2","1","7740","1","9999","Place it in the chest at a Breeding Farm to make Pals lay a particularly healthy egg. The talents of the resulting Pals will grow slightly more easily.",,,"https://paldeck.cc/items/Cake02","!give Cake02:9999","!giveme Cake02:9999"
,"Vegetable Cake","Cake03","Cake03","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishVegetable","3","2","7200","1","9999","Place it in the chest at a Breeding Farm to make Pals lay a particularly healthy egg. Lay eggs twice at once.",,,"https://paldeck.cc/items/Cake03","!give Cake03:9999","!giveme Cake03:9999"
,"Extravagant Vegetable Cake","Cake04","Cake04","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishVegetable","4","3","9360","1","9999","Place it in the chest at a Breeding Farm to make Pals lay a particularly healthy egg. Mutations are more likely to occur, and talents will grow more easily.",,,"https://paldeck.cc/items/Cake04","!give Cake04:9999","!giveme Cake04:9999"
,"Special Cake","Cake05","Cake05","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishVegetable","5","4","20400","1","9999","Place it in the chest at a Breeding Farm to make Pals lay a particularly healthy egg. More likely inherit multiple passive skills from their parents.",,,"https://paldeck.cc/items/Cake05","!give Cake05:9999","!giveme Cake05:9999"
,"en Text +14","CaptureRope","CaptureRope","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::SPWeaponCaptureRope","1","0","1","5","9999","en Text",,,"https://paldeck.cc/items/CaptureRope","!give CaptureRope:9999","!giveme CaptureRope:9999"
,"Carbonara","Carbonara","Carbonara","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishMeat","3","0","1260","0.5","9999","A dish mixing pasta with Egg and Milk. Eating it makes it improves Defense by +20% for a period of time.",,,"https://paldeck.cc/items/Carbonara","!give Carbonara:9999","!giveme Carbonara:9999"
,"Carbon Fiber","CarbonFiber","CarbonFiber","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialProccessing","3","0","840","0.2","9999","A lightweight yet sturdy material. Used to create armor and other equipment. Can be crafted at Production Assembly Line.",,,"https://paldeck.cc/items/CarbonFiber","!give CarbonFiber:9999","!giveme CarbonFiber:9999"
,"Carrot","Carrot","Carrot","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodVegetable","1","0","100","1","9999","A vibrant, nutrient-rich root vegetable. Not suitable for raw consumption.",,,"https://paldeck.cc/items/Carrot","!give Carrot:9999","!giveme Carrot:9999"
,"Carrot Seeds","CarrotSeeds","CarrotSeeds","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","1","0","60","0.05","9999","Seeds that produce Carrot. Necessary for starting a farm.",,,"https://paldeck.cc/items/CarrotSeeds","!give CarrotSeeds:9999","!giveme CarrotSeeds:9999"
,"en Text +15","CashFang","CashFang","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","2","0","1","5","9999","en Text",,,"https://paldeck.cc/items/CashFang","!give CashFang:9999","!giveme CashFang:9999"
,"en Text +16","CashScales","CashScales","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","5","0","1","5","9999","en Text",,,"https://paldeck.cc/items/CashScales","!give CashScales:9999","!giveme CashScales:9999"
,"Cavern Mushroom","CaveMushroom","CaveMushroom","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodVegetable","1","0","500","1","9999","Mushroom that grows prolifically in caves. Can be made into healing medicine.",,,"https://paldeck.cc/items/CaveMushroom","!give CaveMushroom:9999","!giveme CaveMushroom:9999"
,"Cement","Cement","Cement","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialProccessing","2","0","90","5","9999","Cement used for creating structures and more. Can be produced in a High-Quality Workbench.",,,"https://paldeck.cc/items/Cement","!give Cement:9999","!giveme Cement:9999"
,"Charcoal","Charcoal","Charcoal","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialIngot","1","0","30","2","9999","Charcoal made from burning Wood. It can be combined with Sulfur to create Gunpowder.",,,"https://paldeck.cc/items/Charcoal","!give Charcoal:9999","!giveme Charcoal:9999"
,"Charge Rifle","ChargeLaserRifle","ChargeLaserRifle","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","5","0","1984560","20","1","A beam rifle crafted with advanced technology. Charges energy to deliver one powerful shot.",,,"https://paldeck.cc/items/ChargeLaserRifle","!give ChargeLaserRifle:9999","!giveme ChargeLaserRifle:9999"
,"Charge Rifle +1","ChargeLaserRifle_2","ChargeLaserRifle_2","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","5","1","2462150","20","1","A beam rifle crafted with advanced technology. Charges energy to deliver one powerful shot.",,,"https://paldeck.cc/items/ChargeLaserRifle_2","!give ChargeLaserRifle_2:9999","!giveme ChargeLaserRifle_2:9999"
,"Charge Rifle +2","ChargeLaserRifle_3","ChargeLaserRifle_3","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","5","2","2961860","20","1","A beam rifle crafted with advanced technology. Charges energy to deliver one powerful shot.",,,"https://paldeck.cc/items/ChargeLaserRifle_3","!give ChargeLaserRifle_3:9999","!giveme ChargeLaserRifle_3:9999"
,"Charge Rifle +3","ChargeLaserRifle_4","ChargeLaserRifle_4","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","5","3","3461580","20","1","A beam rifle crafted with advanced technology. Charges energy to deliver one powerful shot.",,,"https://paldeck.cc/items/ChargeLaserRifle_4","!give ChargeLaserRifle_4:9999","!giveme ChargeLaserRifle_4:9999"
,"Charge Rifle +4","ChargeLaserRifle_5","ChargeLaserRifle_5","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponAssaultRifle","5","4","3978720","20","1","A beam rifle crafted with advanced technology. Charges energy to deliver one powerful shot.",,,"https://paldeck.cc/items/ChargeLaserRifle_5","!give ChargeLaserRifle_5:9999","!giveme ChargeLaserRifle_5:9999"
,"Charge Rifle Ammo","ChargeLaserRifleBullet","ChargeLaserRifleBullet","Ammo","EPalItemTypeA::Ammo","EPalItemTypeB::ConsumeBullet","5","0","1740","0.01","9999","Ammo for the Charge Rifle and similar weapons. Can be crafted at Advanced Weapon Assembly Line.",,,"https://paldeck.cc/items/ChargeLaserRifleBullet","!give ChargeLaserRifleBullet:9999","!giveme ChargeLaserRifleBullet:9999"
,"Cheeseburger","CheeseBurger","CheeseBurger","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishMeat","3","0","3400","0.3","9999","A meal made with a Hamburger with cheese squeezed between it. Upon consumption, it increases the satiety level for a certain period as well as Defense +10%.",,,"https://paldeck.cc/items/CheeseBurger","!give CheeseBurger:9999","!giveme CheeseBurger:9999"
,"Mozzarina Cheeseburger","Cheeseburger_2","Cheeseburger_2","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishMeat","3","2","1430","0.5","9999","Now with cheese, this dish has reached the highest level of fine cuisine. Eating it will increase Attack by +20% and stay full longer for a period of time.",,,"https://paldeck.cc/items/Cheeseburger_2","!give Cheeseburger_2:9999","!giveme Cheeseburger_2:9999"
,"Chikipi Sauté","ChickenSaute","ChickenSaute","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishMeat","2","1","240","0.5","9999","Plump poultry sautéed in butter. Accented with fresh lemons. Eating it will slightly increase work speed for a period of time.",,,"https://paldeck.cc/items/ChickenSaute","!give ChickenSaute:9999","!giveme ChickenSaute:9999"
,"Dumud Chowder","Chowder","Chowder","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishFish","3","2","650","0.5","9999","Dumud lavishly covered in a thick, creamy soup. Eating it will increase work speed and stay full slightly longer for a period of time.",,,"https://paldeck.cc/items/Chowder","!give Chowder:9999","!giveme Chowder:9999"
,"Chromite","Chromium","Chromium","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialOre","1","0","1500","3","9999","A type of metal buried underground. It can be detected with a Metal Detector on certain islands.",,,"https://paldeck.cc/items/Chromium","!give Chromium:9999","!giveme Chromium:9999"
,"Claw","Claws","Claws","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","1","0","1","1","9999","Claw",,,"https://paldeck.cc/items/Claws","!give Claws:9999","!giveme Claws:9999"
,"en Text +17","Claws2","Claws2","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialMonster","1","1","1","1","9999","en Text",,,"https://paldeck.cc/items/Claws2","!give Claws2:9999","!giveme Claws2:9999"
,"en Text +18","ClawsPendant","ClawsPendant","Other","EPalItemTypeA::Accessory","EPalItemTypeB::Accessory","2","0","1","2","1","en Text",,,"https://paldeck.cc/items/ClawsPendant","!give ClawsPendant:9999","!giveme ClawsPendant:9999"
,"Cloth","Cloth","Cloth","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialProccessing","1","0","480","1","9999","Cloth woven from Wool. Required to create armor. Can be crafted at Primitive Workbench.",,,"https://paldeck.cc/items/Cloth","!give Cloth:9999","!giveme Cloth:9999"
,"High Quality Cloth","Cloth2","Cloth2","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialProccessing","2","1","2640","1","9999","High Quality Cloth woven from a large amount of Wool. Required to create high quality armor. Can be crafted at High-Quality Workbench.",,,"https://paldeck.cc/items/Cloth2","!give Cloth2:9999","!giveme Cloth2:9999"
,"Cloth Outfit","ClothArmor","ClothArmor","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","0","1220","4","1","Clothes made from Cloth. Protects against cold nights.",,,"https://paldeck.cc/items/ClothArmor","!give ClothArmor:9999","!giveme ClothArmor:9999"
,"Cloth Outfit +1","ClothArmor_2","ClothArmor_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","1","1800","4","1","Clothes made from Cloth. Protects against cold nights.",,,"https://paldeck.cc/items/ClothArmor_2","!give ClothArmor_2:9999","!giveme ClothArmor_2:9999"
,"Cloth Outfit +2","ClothArmor_3","ClothArmor_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","2","2400","4","1","Clothes made from Cloth. Protects against cold nights.",,,"https://paldeck.cc/items/ClothArmor_3","!give ClothArmor_3:9999","!giveme ClothArmor_3:9999"
,"Cloth Outfit +3","ClothArmor_4","ClothArmor_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","3","3000","4","1","Clothes made from Cloth. Protects against cold nights.",,,"https://paldeck.cc/items/ClothArmor_4","!give ClothArmor_4:9999","!giveme ClothArmor_4:9999"
,"Cloth Outfit +4","ClothArmor_5","ClothArmor_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","4","4790","4","1","Clothes made from Cloth. Protects against cold nights.",,,"https://paldeck.cc/items/ClothArmor_5","!give ClothArmor_5:9999","!giveme ClothArmor_5:9999"
,"Tundra Outfit","ClothArmorCold","ClothArmorCold","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","0","2450","4","1","A Cloth Outfit produced in cold regions. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/ClothArmorCold","!give ClothArmorCold:9999","!giveme ClothArmorCold:9999"
,"Tundra Outfit +1","ClothArmorCold_2","ClothArmorCold_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","1","3380","4","1","A Cloth Outfit produced in cold regions. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/ClothArmorCold_2","!give ClothArmorCold_2:9999","!giveme ClothArmorCold_2:9999"
,"Tundra Outfit +2","ClothArmorCold_3","ClothArmorCold_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","2","4320","4","1","A Cloth Outfit produced in cold regions. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/ClothArmorCold_3","!give ClothArmorCold_3:9999","!giveme ClothArmorCold_3:9999"
,"Tundra Outfit +3","ClothArmorCold_4","ClothArmorCold_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","3","5260","4","1","A Cloth Outfit produced in cold regions. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/ClothArmorCold_4","!give ClothArmorCold_4:9999","!giveme ClothArmorCold_4:9999"
,"Tundra Outfit +4","ClothArmorCold_5","ClothArmorCold_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","4","7390","4","1","A Cloth Outfit produced in cold regions. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/ClothArmorCold_5","!give ClothArmorCold_5:9999","!giveme ClothArmorCold_5:9999"
,"Tropical Outfit","ClothArmorHeat","ClothArmorHeat","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","0","2450","4","1","A Cloth Outfit produced in hot regions. Boasts high heat resistance.",,,"https://paldeck.cc/items/ClothArmorHeat","!give ClothArmorHeat:9999","!giveme ClothArmorHeat:9999"
,"Tropical Outfit +1","ClothArmorHeat_2","ClothArmorHeat_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","1","3380","4","1","A Cloth Outfit produced in hot regions. Boasts high heat resistance.",,,"https://paldeck.cc/items/ClothArmorHeat_2","!give ClothArmorHeat_2:9999","!giveme ClothArmorHeat_2:9999"
,"Tropical Outfit +2","ClothArmorHeat_3","ClothArmorHeat_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","2","4320","4","1","A Cloth Outfit produced in hot regions. Boasts high heat resistance.",,,"https://paldeck.cc/items/ClothArmorHeat_3","!give ClothArmorHeat_3:9999","!giveme ClothArmorHeat_3:9999"
,"Tropical Outfit +3","ClothArmorHeat_4","ClothArmorHeat_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","3","5260","4","1","A Cloth Outfit produced in hot regions. Boasts high heat resistance.",,,"https://paldeck.cc/items/ClothArmorHeat_4","!give ClothArmorHeat_4:9999","!giveme ClothArmorHeat_4:9999"
,"Tropical Outfit +4","ClothArmorHeat_5","ClothArmorHeat_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","1","4","7390","4","1","A Cloth Outfit produced in hot regions. Boasts high heat resistance.",,,"https://paldeck.cc/items/ClothArmorHeat_5","!give ClothArmorHeat_5:9999","!giveme ClothArmorHeat_5:9999"
,"en Text +19","ClothHat","ClothHat","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","1","0","1","2","1","en Text",,,"https://paldeck.cc/items/ClothHat","!give ClothHat:9999","!giveme ClothHat:9999"
,"Coal","Coal","Coal","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialOre","1","0","200","5","9999","Coal often found in caves and other places. Required to create high quality metal.",,,"https://paldeck.cc/items/Coal","!give Coal:9999","!giveme Coal:9999"
,"Compound Bow","CompoundBow","CompoundBow","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponBow","3","0","44300","17","1","A modernized bow. Capable of firing more powerful arrows.",,,"https://paldeck.cc/items/CompoundBow","!give CompoundBow:9999","!giveme CompoundBow:9999"
,"Compound Bow +1","CompoundBow_2","CompoundBow_2","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponBow","3","1","56110","17","1","A modernized bow. Capable of firing more powerful arrows.",,,"https://paldeck.cc/items/CompoundBow_2","!give CompoundBow_2:9999","!giveme CompoundBow_2:9999"
,"Compound Bow +2","CompoundBow_3","CompoundBow_3","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponBow","3","2","68860","17","1","A modernized bow. Capable of firing more powerful arrows.",,,"https://paldeck.cc/items/CompoundBow_3","!give CompoundBow_3:9999","!giveme CompoundBow_3:9999"
,"Compound Bow +3","CompoundBow_4","CompoundBow_4","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponBow","3","3","80660","17","1","A modernized bow. Capable of firing more powerful arrows.",,,"https://paldeck.cc/items/CompoundBow_4","!give CompoundBow_4:9999","!giveme CompoundBow_4:9999"
,"Compound Bow +4","CompoundBow_5","CompoundBow_5","Weapons","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponBow","3","4","93410","17","1","A modernized bow. Capable of firing more powerful arrows.",,,"https://paldeck.cc/items/CompoundBow_5","!give CompoundBow_5:9999","!giveme CompoundBow_5:9999"
,"Computer","Computer","Computer","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialProccessing","4","0","22440","5","9999","A component used in the control of automated equipment and precision machinery. It's a key component forming the foundation of modern technology. Can be crafted at Production Assembly Line II.",,,"https://paldeck.cc/items/Computer","!give Computer:9999","!giveme Computer:9999"
,"Metal Armor","CopperArmor","CopperArmor","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","0","13920","30","1","Armor made of metal. Somewhat heavy, but provides good defense.",,,"https://paldeck.cc/items/CopperArmor","!give CopperArmor:9999","!giveme CopperArmor:9999"
,"Metal Armor +1","CopperArmor_2","CopperArmor_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","1","16990","30","1","Armor made of metal. Somewhat heavy, but provides good defense.",,,"https://paldeck.cc/items/CopperArmor_2","!give CopperArmor_2:9999","!giveme CopperArmor_2:9999"
,"Metal Armor +2","CopperArmor_3","CopperArmor_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","2","20590","30","1","Armor made of metal. Somewhat heavy, but provides good defense.",,,"https://paldeck.cc/items/CopperArmor_3","!give CopperArmor_3:9999","!giveme CopperArmor_3:9999"
,"Metal Armor +3","CopperArmor_4","CopperArmor_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","3","24860","30","1","Armor made of metal. Somewhat heavy, but provides good defense.",,,"https://paldeck.cc/items/CopperArmor_4","!give CopperArmor_4:9999","!giveme CopperArmor_4:9999"
,"Metal Armor +4","CopperArmor_5","CopperArmor_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","4","30240","30","1","Armor made of metal. Somewhat heavy, but provides good defense.",,,"https://paldeck.cc/items/CopperArmor_5","!give CopperArmor_5:9999","!giveme CopperArmor_5:9999"
,"Cold Resistant Metal Armor","CopperArmorCold","CopperArmorCold","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","0","22130","30","1","Improved Metal Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/CopperArmorCold","!give CopperArmorCold:9999","!giveme CopperArmorCold:9999"
,"Cold Resistant Metal Armor +1","CopperArmorCold_2","CopperArmorCold_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","1","27600","30","1","Improved Metal Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/CopperArmorCold_2","!give CopperArmorCold_2:9999","!giveme CopperArmorCold_2:9999"
,"Cold Resistant Metal Armor +2","CopperArmorCold_3","CopperArmorCold_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","2","33070","30","1","Improved Metal Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/CopperArmorCold_3","!give CopperArmorCold_3:9999","!giveme CopperArmorCold_3:9999"
,"Cold Resistant Metal Armor +3","CopperArmorCold_4","CopperArmorCold_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","3","39740","30","1","Improved Metal Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/CopperArmorCold_4","!give CopperArmorCold_4:9999","!giveme CopperArmorCold_4:9999"
,"Cold Resistant Metal Armor +4","CopperArmorCold_5","CopperArmorCold_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","4","46660","30","1","Improved Metal Armor. Useful for surviving in cold climates.",,,"https://paldeck.cc/items/CopperArmorCold_5","!give CopperArmorCold_5:9999","!giveme CopperArmorCold_5:9999"
,"Heat Resistant Metal Armor","CopperArmorHeat","CopperArmorHeat","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","0","22130","30","1","Improved Metal Armor. Boasts high heat resistance.",,,"https://paldeck.cc/items/CopperArmorHeat","!give CopperArmorHeat:9999","!giveme CopperArmorHeat:9999"
,"Heat Resistant Metal Armor +1","CopperArmorHeat_2","CopperArmorHeat_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","1","27600","30","1","Improved Metal Armor. Boasts high heat resistance.",,,"https://paldeck.cc/items/CopperArmorHeat_2","!give CopperArmorHeat_2:9999","!giveme CopperArmorHeat_2:9999"
,"Heat Resistant Metal Armor +2","CopperArmorHeat_3","CopperArmorHeat_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","2","33070","30","1","Improved Metal Armor. Boasts high heat resistance.",,,"https://paldeck.cc/items/CopperArmorHeat_3","!give CopperArmorHeat_3:9999","!giveme CopperArmorHeat_3:9999"
,"Heat Resistant Metal Armor +3","CopperArmorHeat_4","CopperArmorHeat_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","3","39740","30","1","Improved Metal Armor. Boasts high heat resistance.",,,"https://paldeck.cc/items/CopperArmorHeat_4","!give CopperArmorHeat_4:9999","!giveme CopperArmorHeat_4:9999"
,"Heat Resistant Metal Armor +4","CopperArmorHeat_5","CopperArmorHeat_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorBody","2","4","46660","30","1","Improved Metal Armor. Boasts high heat resistance.",,,"https://paldeck.cc/items/CopperArmorHeat_5","!give CopperArmorHeat_5:9999","!giveme CopperArmorHeat_5:9999"
,"Metal Helm","CopperHelmet","CopperHelmet","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","2","0","6600","10","1","A helm made of metal. A reliable piece of armor that protects your head, and all the thoughts within.",,,"https://paldeck.cc/items/CopperHelmet","!give CopperHelmet:9999","!giveme CopperHelmet:9999"
,"Metal Helm +1","CopperHelmet_2","CopperHelmet_2","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","2","1","8210","10","1","A helm made of metal. A reliable piece of armor that protects your head, and all the thoughts within.",,,"https://paldeck.cc/items/CopperHelmet_2","!give CopperHelmet_2:9999","!giveme CopperHelmet_2:9999"
,"Metal Helm +2","CopperHelmet_3","CopperHelmet_3","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","2","2","9900","10","1","A helm made of metal. A reliable piece of armor that protects your head, and all the thoughts within.",,,"https://paldeck.cc/items/CopperHelmet_3","!give CopperHelmet_3:9999","!giveme CopperHelmet_3:9999"
,"Metal Helm +3","CopperHelmet_4","CopperHelmet_4","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","2","3","12710","10","1","A helm made of metal. A reliable piece of armor that protects your head, and all the thoughts within.",,,"https://paldeck.cc/items/CopperHelmet_4","!give CopperHelmet_4:9999","!giveme CopperHelmet_4:9999"
,"Metal Helm +4","CopperHelmet_5","CopperHelmet_5","Armor","EPalItemTypeA::Armor","EPalItemTypeB::ArmorHead","2","4","15600","10","1","A helm made of metal. A reliable piece of armor that protects your head, and all the thoughts within.",,,"https://paldeck.cc/items/CopperHelmet_5","!give CopperHelmet_5:9999","!giveme CopperHelmet_5:9999"
,"Ingot","CopperIngot","CopperIngot","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialIngot","1","0","240","5","9999","A material required to create metal weapons and armor. Refined from Ore using a furnace.",,,"https://paldeck.cc/items/CopperIngot","!give CopperIngot:9999","!giveme CopperIngot:9999"
,"Ore","CopperOre","CopperOre","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialOre","1","0","100","8","9999","Becomes an ingot when refined using a furnace. Can be found in caves and other places.",,,"https://paldeck.cc/items/CopperOre","!give CopperOre:9999","!giveme CopperOre:9999"
,"en Text +20","Corn","Corn","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodVegetable","1","0","1","1.5","9999","en Text",,,"https://paldeck.cc/items/Corn","!give Corn:9999","!giveme Corn:9999"
,"Corn Soup","CornSoup","CornSoup","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodVegetable","1","0","1","1","9999","Corn Soup",,,"https://paldeck.cc/items/CornSoup","!give CornSoup:9999","!giveme CornSoup:9999"
,"Corrosive Solvent","Corrosive_Solvent","Corrosive_Solvent","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialProccessing","3","0","720","3","9999","A dangerous chemical solvent with strong decomposing properties. Used for precision processing and special treatments. Can be crafted at Production Assembly Line.",,,"https://paldeck.cc/items/Corrosive_Solvent","!give Corrosive_Solvent:9999","!giveme Corrosive_Solvent:9999"
,"Crude Oil","CrudeOil","CrudeOil","Materials","EPalItemTypeA::Material","EPalItemTypeB::MaterialOre","1","0","800","0.5","9999","A material that can be processed into various products. Obtained by installing a Crude Oil Extractor in an oil field.",,,"https://paldeck.cc/items/CrudeOil","!give CrudeOil:9999","!giveme CrudeOil:9999"
,"Mammorest Curry","Curry","Curry","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishMeat","4","3","2040","0.5","9999","A dish made by simmering vegetables and meat with spices. The rich flavor is highlighted by large chunks of tender meat. Eating it will increase your Attack by 25% for a period of time.",,,"https://paldeck.cc/items/Curry","!give Curry:9999","!giveme Curry:9999"
,"Curry","Curry_old","Curry_old","Food","EPalItemTypeA::Food","EPalItemTypeB::FoodDishMeat","3","0","1","0.5","9999","Curry",,,"https://paldeck.cc/items/Curry_old","!give Curry_old:9999","!giveme Curry_old:9999"
,"en Text +21","Debug_Handgun_AttackUp","Debug_Handgun_AttackUp","Other","EPalItemTypeA::Weapon","EPalItemTypeB::WeaponHandgun","999","0","1","1","1","en Text",,,"https://paldeck.cc/items/Debug_Handgun_AttackUp","!give Debug_Handgun_AttackUp:9999","!giveme Debug_Handgun_AttackUp:9999"
